Timestamp,Log Level,Event Type,Module,Message,Request Data,Response Data,Duration (ms),User ID
2025-10-29T10:32:58.010Z,INFO,API_CALL,AssetAssignmentController,"INFO: GET /api/asset-assignments/employee/EMP002/active - Employee assignments retrieval API called","{""method"":""GET"",""url"":""/api/asset-assignments/employee/EMP002/active"",""employee_id"":""EMP002"",""operation"":""getEmployeeAssignments""}","{""status"":""Request received, fetching assignments""}",N/A,USR002
2025-10-29T10:32:58.013Z,INFO,DB_QUERY,AssetAssignmentController,"INFO: Querying assignments for employee EMP002","{""employee_id"":""EMP002"",""query"":""getActiveAssetAssignmentsByEmployeeWithDetails""}","{""status"":""Executing query""}",N/A,USR002
2025-10-29T10:32:58.260Z,INFO,DATA_RETRIEVED,AssetAssignmentController,"INFO: Retrieved 3 assignments for employee EMP002","{""employee_id"":""EMP002""}","{""count"":3,""has_assignments"":true}",250,USR002
2025-10-29T10:32:58.260Z,INFO,DATA_PROCESSING,AssetAssignmentController,"INFO: Processing 3 assignment records for display","{""employee_id"":""EMP002"",""record_count"":3}","{""status"":""Formatting data for response""}",N/A,USR002
2025-10-29T10:33:04.183Z,INFO,UNASSIGNMENT_INITIATED,AssetAssignmentController,"INFO: Asset unassignment from employee initiated - Asset: ASS092, Employee: EMP_INT_0002","{""asset_id"":""ASS092"",""employee_int_id"":""EMP_INT_0002"",""assignment_id"":""AA1761733962214""}","{""status"":""initiated""}",N/A,USR002
2025-10-29T10:33:04.233Z,INFO,UNASSIGNMENT_SUCCESS,AssetAssignmentController,"INFO: Asset unassigned from employee successfully - Asset: ASS092, Employee: EMP_INT_0002","{""asset_id"":""ASS092"",""employee_int_id"":""EMP_INT_0002"",""assignment_id"":""AA1761733962214""}","{""success"":true,""unassignment_complete"":true}",92,USR002
2025-10-29T10:33:05.110Z,INFO,API_CALL,AssetAssignmentController,"INFO: GET /api/asset-assignments/employee/EMP002/active - Employee assignments retrieval API called","{""method"":""GET"",""url"":""/api/asset-assignments/employee/EMP002/active"",""employee_id"":""EMP002"",""operation"":""getEmployeeAssignments""}","{""status"":""Request received, fetching assignments""}",N/A,USR002
2025-10-29T10:33:05.111Z,INFO,DB_QUERY,AssetAssignmentController,"INFO: Querying assignments for employee EMP002","{""employee_id"":""EMP002"",""query"":""getActiveAssetAssignmentsByEmployeeWithDetails""}","{""status"":""Executing query""}",N/A,USR002
2025-10-29T10:33:05.186Z,INFO,DATA_PROCESSING,AssetAssignmentController,"INFO: Processing 2 assignment records for display","{""employee_id"":""EMP002"",""record_count"":2}","{""status"":""Formatting data for response""}",N/A,USR002
2025-10-29T10:33:05.187Z,INFO,DATA_RETRIEVED,AssetAssignmentController,"INFO: Retrieved 2 assignments for employee EMP002","{""employee_id"":""EMP002""}","{""count"":2,""has_assignments"":true}",77,USR002
