Timestamp,Log Level,Event Type,Module,Message,Request Data,Response Data,Duration (ms),User ID
2025-11-24T16:17:20.675Z,INFO,API_CALL,ReportController,"INFO: GET /api/breakdown-history?page=1&limit=1000&orgId=ORG001&offset=0 - Get Breakdown History Report","{""operation"":""Get Breakdown History Report"",""method"":""GET"",""url"":""/api/breakdown-history?page=1&limit=1000&orgId=ORG001&offset=0"",""orgId"":""ORG001"",""hasFilters"":true}","{""status"":""processing""}",N/A,USR001
2025-11-24T16:17:20.713Z,INFO,DATA_RETRIEVAL,ReportController,"INFO: Retrieving Breakdown History report data","{""report_type"":""Breakdown History"",""filters"":{""page"":""1"",""limit"":1000,""orgId"":""ORG001"",""offset"":0},""filter_count"":4}","{""status"":""fetching""}",N/A,USR001
2025-11-24T16:17:20.793Z,WARNING,NO_DATA,ReportController,"WARNING: No data found for Breakdown History report","{""report_type"":""Breakdown History"",""filters"":{""page"":""1"",""limit"":1000,""orgId"":""ORG001"",""offset"":0}}","{""record_count"":0,""has_data"":false,""reason"":""No matching records found""}",192,USR001
