Timestamp,Log Level,Event Type,Module,Message,Request Data,Response Data,Duration (ms),User ID
2025-11-20T13:47:30.897Z,INFO,API_CALL,ReportController,"INFO: GET /api/reportbreakdown/reports - Get All Breakdown Reports","{""operation"":""Get All Breakdown Reports"",""method"":""GET"",""url"":""/api/reportbreakdown/reports""}","{""status"":""processing""}",N/A,USR001
2025-11-20T13:47:30.942Z,INFO,DATA_RETRIEVAL,ReportController,"INFO: Retrieving Breakdown Reports report data","{""report_type"":""Breakdown Reports"",""filters"":{""orgId"":""ORG001""},""filter_count"":1}","{""status"":""fetching""}",N/A,USR001
2025-11-20T13:47:31.022Z,WARNING,NO_DATA,ReportController,"WARNING: No data found for Breakdown Reports report","{""report_type"":""Breakdown Reports"",""filters"":{""orgId"":""ORG001""}}","{""record_count"":0,""has_data"":false,""reason"":""No matching records found""}",126,USR001
